"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Parabacteroides merdae"	"S"	46503	81358	192	230	81358	61632	61489	57878	1317	0.9115	0.1336	0.006186	0.9115	0.701	0.6993	0.6598	0.02999	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Parabacteroides distasonis"	"S"	823	123450	100	131	123451	52670	52990	51711	1736	1.383	0.0696	0.003523	1.383	0.5991	0.6026	0.5895	0.03953	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Alistipes shahii"	"S"	328814	28394	49	63	12508	27434	28394	28024	949	0.3229	0.03411	0.001694	0.1401	0.312	0.3229	0.3195	0.02161	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes"
"Alistipes finegoldii"	"S"	214856	43576	36	NA	43576	7402	7478	7402	540	0.4882	0.02506	NA	0.4882	0.08419	0.08504	0.08438	0.0123	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes"
"Empedobacter falsenii"	"S"	343874	451640	433	392	2135	1082	1070	995	451636	10.28	0.3014	0.01054	0.02392	0.01231	0.01217	0.01134	10.28	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Empedobacter"
"Empedobacter stercoris"	"S"	1628248	34289	31	44	221	104	96	85	34289	0.7808	0.02158	0.001183	0.002476	0.001183	0.001092	0.000969	0.7808	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Empedobacter"
"Aliarcobacter cryaerophilus"	"S"	28198	267800	226	269	267798	86372	79870	78923	42811	3	0.1573	0.007234	3	0.9824	0.9083	0.8997	0.9748	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Arcobacteraceae>Aliarcobacter"
"Aliarcobacter butzleri"	"S"	28197	81961	50	48	81961	3497	3155	3096	22797	0.9183	0.0348	0.001291	0.9183	0.03978	0.03588	0.03529	0.5191	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Arcobacteraceae>Aliarcobacter"
"Sulfurospirillum cavolei"	"S"	366522	17861	31	NA	17861	10675	10886	10623	1596	0.2001	0.02158	NA	0.2001	0.1214	0.1238	0.1211	0.03634	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurospirillaceae>Sulfurospirillum"
"Lactiplantibacillus plantarum"	"S"	1590	50671	NA	164	2631	251	237	262	50671	1.154	NA	0.004411	0.02948	0.002855	0.002695	0.002987	1.154	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Lactobacillus delbrueckii"	"S"	1584	1620	NA	88	1620	268	274	255	68	0.01815	NA	0.002367	0.01815	0.003048	0.003116	0.002907	0.001548	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Levilactobacillus brevis"	"S"	1580	20199	NA	50	868	117	129	140	20199	0.4599	NA	0.001345	0.009725	0.001331	0.001467	0.001596	0.4599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Levilactobacillus"
"Lacticaseibacillus paracasei"	"S"	1597	6120	NA	41	667	116	138	149	6120	0.1394	NA	0.001103	0.007473	0.001319	0.001569	0.001699	0.1394	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Enterococcus sp. 9D6_DIV0238"	"S"	1834192	894	NA	894	99	59	58	54	NA	0.02404	NA	0.02404	0.001109	0.0006711	0.0006596	0.0006156	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus>unclassified&nbsp;Enterococcus"
"Enterococcus faecium"	"S"	1352	5709	NA	128	5709	1929	1645	1838	509	0.06396	NA	0.003442	0.06396	0.02194	0.01871	0.02095	0.01159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus cecorum"	"S"	44008	645	NA	92	464	624	645	640	73	0.007335	NA	0.002474	0.005199	0.007097	0.007335	0.007296	0.001662	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Lactococcus paracarnosus"	"S"	2749962	63	NA	63	NA	NA	NA	NA	NA	0.001694	NA	0.001694	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Staphylococcus argenteus"	"S"	985002	407	NA	407	51	49	34	33	NA	0.01095	NA	0.01095	0.0005714	0.0005573	0.0003866	0.0003762	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus schweitzeri"	"S"	1654388	272	NA	272	NA	NA	NA	NA	NA	0.007315	NA	0.007315	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simiae"	"S"	308354	164	NA	164	116	71	80	69	NA	0.004411	NA	0.004411	0.0013	0.0008076	0.0009098	0.0007866	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus epidermidis"	"S"	1282	333	NA	87	333	244	199	223	63	0.003731	NA	0.00234	0.003731	0.002775	0.002263	0.002542	0.001435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pasteuri"	"S"	45972	129	NA	77	129	83	69	45	NA	0.002071	NA	0.002071	0.001445	0.0009441	0.0007847	0.000513	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pseudintermedius"	"S"	283734	120	NA	57	120	83	88	77	NA	0.001533	NA	0.001533	0.001344	0.0009441	0.001001	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;intermedius&nbsp;group"
"Staphylococcus haemolyticus"	"S"	1283	160	NA	51	160	97	97	85	NA	0.001793	NA	0.001372	0.001793	0.001103	0.001103	0.000969	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus capitis"	"S"	29388	114	NA	49	105	114	85	73	NA	0.001318	NA	0.001318	0.001176	0.001297	0.0009666	0.0008322	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus saccharolyticus"	"S"	33028	78	NA	45	78	41	NA	38	NA	0.00121	NA	0.00121	0.0008739	0.0004663	NA	0.0004332	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	193	NA	43	193	152	137	153	42	0.002162	NA	0.001156	0.002162	0.001729	0.001558	0.001744	0.0009563	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus lugdunensis"	"S"	28035	80	NA	39	80	65	56	50	NA	0.001049	NA	0.001049	0.0008963	0.0007393	0.0006368	0.00057	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus warneri"	"S"	1292	101	NA	33	101	NA	NA	NA	NA	0.001132	NA	0.0008875	0.001132	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus devriesei"	"S"	586733	163	NA	32	53	163	146	136	NA	0.001854	NA	0.0008606	0.0005938	0.001854	0.00166	0.00155	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Listeria innocua"	"S"	1642	9640	NA	9640	129	89	85	108	NA	0.2593	NA	0.2593	0.001445	0.001012	0.0009666	0.001231	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria welshimeri"	"S"	1643	2073	NA	2073	66	74	79	80	NA	0.05575	NA	0.05575	0.0007394	0.0008417	0.0008984	0.000912	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria ivanovii"	"S"	1638	1995	NA	1995	52	39	46	39	NA	0.05365	NA	0.05365	0.0005826	0.0004436	0.0005231	0.0004446	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria seeligeri"	"S"	1640	1725	NA	1725	63	62	66	66	NA	0.04639	NA	0.04639	0.0007058	0.0007052	0.0007506	0.0007524	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria grayi"	"S"	1641	125	NA	125	99	37	37	32	NA	0.003362	NA	0.003362	0.001109	0.0004208	0.0004208	0.0003648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria weihenstephanensis"	"S"	1006155	115	NA	115	51	NA	NA	NA	NA	0.003093	NA	0.003093	0.0005714	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria newyorkensis"	"S"	1497681	59	NA	59	39	37	31	NA	NA	0.001587	NA	0.001587	0.0004369	0.0004208	0.0003525	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria sp. PSOL-1"	"S"	1844999	45	NA	45	43	NA	NA	32	NA	0.00121	NA	0.00121	0.0004818	NA	NA	0.0003648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Listeriaceae>Listeria>unclassified&nbsp;Listeria"
"Bacillus subtilis"	"S"	1423	1037	NA	745	840	1037	658	766	NA	0.02004	NA	0.02004	0.009411	0.01179	0.007483	0.008732	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus velezensis"	"S"	492670	597	NA	272	597	367	391	461	NA	0.007315	NA	0.007315	0.006689	0.004174	0.004446	0.005255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus vallismortis"	"S"	72361	241	NA	241	113	44	38	45	NA	0.006481	NA	0.006481	0.001266	0.0005005	0.0004321	0.000513	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus stercoris"	"S"	2054641	186	NA	186	NA	NA	NA	NA	NA	0.005002	NA	0.005002	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus inaquosorum"	"S"	483913	166	NA	166	40	NA	36	NA	NA	0.004464	NA	0.004464	0.0004482	NA	0.0004094	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus atrophaeus"	"S"	1452	160	NA	58	160	141	127	118	NA	0.001793	NA	0.00156	0.001793	0.001604	0.001444	0.001345	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus halotolerans"	"S"	260554	48	NA	48	NA	NA	NA	NA	NA	0.001291	NA	0.001291	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;mojavensis&nbsp;subgroup"
"Bacillus tequilensis"	"S"	227866	39	NA	39	NA	NA	NA	NA	NA	0.001049	NA	0.001049	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus mycoides"	"S"	1405	479	NA	120	479	228	209	191	94	0.005367	NA	0.003227	0.005367	0.002593	0.002377	0.002177	0.00214	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus cereus"	"S"	1396	1204	NA	101	1204	894	817	1049	491	0.01349	NA	0.002716	0.01349	0.01017	0.009291	0.01196	0.01118	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus wiedmannii"	"S"	1890302	106	NA	54	95	106	71	83	NA	0.001452	NA	0.001452	0.001064	0.001206	0.0008074	0.0009462	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Paenibacillus sp. FSL W8-0194"	"S"	2921711	166	NA	119	166	121	123	114	NA	0.0032	NA	0.0032	0.00186	0.001376	0.001399	0.0013	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Roseburia sp. 831b"	"S"	1261635	24878	NA	44	9194	24878	24794	24361	455	0.283	NA	0.001183	0.103	0.283	0.282	0.2777	0.01036	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae>Roseburia>unclassified&nbsp;Roseburia"
"Roseburia rectibacter"	"S"	2763062	21172	NA	46	11628	21172	21022	20458	555	0.2408	NA	0.001237	0.1303	0.2408	0.2391	0.2332	0.01264	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae>Roseburia"
"Anaerostipes hadrus"	"S"	649756	20387	NA	40	20387	19515	19105	18672	500	0.2284	NA	0.001076	0.2284	0.222	0.2173	0.2129	0.01138	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae>Anaerostipes"
"[Clostridium] scindens"	"S"	29347	16153	NA	32	16153	14322	14020	13812	460	0.181	NA	0.0008606	0.181	0.1629	0.1594	0.1575	0.01047	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae>Lachnoclostridium"
"Clostridium estertheticum"	"S"	238834	1312	NA	70	1312	826	803	779	134	0.0147	NA	0.001883	0.0147	0.009395	0.009132	0.008881	0.003051	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridioides difficile"	"S"	1496	47184	NA	46	47184	10769	10633	10309	739	0.5286	NA	0.001237	0.5286	0.1225	0.1209	0.1175	0.01683	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Peptostreptococcales>Peptostreptococcaceae>Clostridioides"
"Catenibacterium mitsuokai"	"S"	100886	14361	NA	40	2356	14361	13698	13493	1110	0.1633	NA	0.001076	0.0264	0.1633	0.1558	0.1538	0.02527	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Coprobacillaceae>Catenibacterium"
"Phascolarctobacterium sp. Marseille-Q4147"	"S"	2823317	18960	NA	45	2361	18933	18960	18483	896	0.2156	NA	0.00121	0.02645	0.2153	0.2156	0.2107	0.0204	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Negativicutes>Acidaminococcales>Acidaminococcaceae>Phascolarctobacterium>unclassified&nbsp;Phascolarctobacterium"
"Actinomyces oris"	"S"	544580	1083	NA	1083	271	380	399	409	NA	0.02913	NA	0.02913	0.003036	0.004322	0.004537	0.004663	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae>Actinomyces"
"Streptomyces sp. NBC_01483"	"S"	2903883	140	NA	140	NA	NA	NA	NA	NA	0.003765	NA	0.003765	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Moorena producens"	"S"	1155739	79	NA	42	78	79	67	60	NA	0.00113	NA	0.00113	0.0008739	0.0008986	0.0007619	0.000684	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorena"
"Pseudomonas furukawaii"	"S"	1149133	409	NA	120	409	231	203	238	93	0.004582	NA	0.003227	0.004582	0.002627	0.002309	0.002713	0.002118	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;oleovorans/pseudoalcaligenes&nbsp;group"
"Pseudomonas citronellolis"	"S"	53408	344	NA	145	344	158	166	160	146	0.0039	NA	0.0039	0.003854	0.001797	0.001888	0.001824	0.003324	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas paraeruginosa"	"S"	2994495	114	NA	102	114	NA	105	NA	NA	0.002743	NA	0.002743	0.001277	NA	0.001194	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas mendocina"	"S"	300	3032	NA	84	1770	2894	2997	3032	1784	0.04062	NA	0.002259	0.01983	0.03292	0.03408	0.03456	0.04062	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas nitroreducens"	"S"	46680	143	NA	40	143	119	114	131	113	0.002573	NA	0.001076	0.001602	0.001354	0.001296	0.001493	0.002573	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;nitroreducens/multiresinivorans&nbsp;group"
"Pseudomonas multiresinivorans"	"S"	95301	164	NA	37	119	41	38	NA	164	0.003734	NA	0.0009951	0.001333	0.0004663	0.0004321	NA	0.003734	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;nitroreducens/multiresinivorans&nbsp;group"
"Pseudomonas resinovorans"	"S"	53412	261	NA	78	261	90	104	89	62	0.002924	NA	0.002098	0.002924	0.001024	0.001183	0.001015	0.001412	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas sp. CIP-10"	"S"	2892442	972	NA	972	NA	167	194	167	290	0.02614	NA	0.02614	NA	0.001899	0.002206	0.001904	0.006603	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PS1(2021)"	"S"	2866282	362	NA	216	NA	362	266	234	178	0.005809	NA	0.005809	NA	0.004117	0.003025	0.002668	0.004053	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. 273"	"S"	75692	210	NA	141	210	87	101	99	65	0.003792	NA	0.003792	0.002353	0.0009896	0.001149	0.001129	0.00148	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PDNC002"	"S"	2811422	378	NA	130	296	76	74	103	378	0.008607	NA	0.003496	0.003316	0.0008644	0.0008415	0.001174	0.008607	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ATCC 13867"	"S"	1294143	269	NA	129	236	134	119	122	269	0.006125	NA	0.003469	0.002644	0.001524	0.001353	0.001391	0.006125	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. GCEP-101"	"S"	2974552	806	NA	99	423	93	101	90	806	0.01835	NA	0.002662	0.004739	0.001058	0.001149	0.001026	0.01835	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PSE14"	"S"	3016341	285	NA	94	259	102	131	108	285	0.006489	NA	0.002528	0.002902	0.00116	0.00149	0.001231	0.006489	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. SCB32"	"S"	2653853	276	NA	87	276	124	133	135	203	0.004622	NA	0.00234	0.003092	0.00141	0.001512	0.001539	0.004622	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Q1-7"	"S"	3020843	474	NA	73	474	158	180	172	106	0.005311	NA	0.001963	0.005311	0.001797	0.002047	0.001961	0.002414	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. AN-1"	"S"	3096605	882	NA	63	882	246	254	229	653	0.01487	NA	0.001694	0.009882	0.002798	0.002889	0.002611	0.01487	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. SO81"	"S"	2983246	1583	NA	54	1583	718	799	764	200	0.01774	NA	0.001452	0.01774	0.008167	0.009086	0.00871	0.004554	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LS44"	"S"	1357074	525	NA	51	525	172	185	196	91	0.005882	NA	0.001372	0.005882	0.001956	0.002104	0.002234	0.002072	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. HR96"	"S"	1027966	226	NA	47	226	115	118	114	102	0.002532	NA	0.001264	0.002532	0.001308	0.001342	0.0013	0.002323	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001"	"S"	3077589	354	NA	48	211	330	354	339	124	0.004026	NA	0.001291	0.002364	0.003753	0.004026	0.003865	0.002823	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ABC1"	"S"	2748080	434	NA	47	434	206	236	206	214	0.004873	NA	0.001264	0.004862	0.002343	0.002684	0.002348	0.004873	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
